Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Самовывоз с примеркой в магазин,     10463086, 11/21/2022          , new    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10463087, 11/21/2022          , new    , 2 293      , 1 147, "  2,0   "
Самовывоз с примеркой в магазин,     10463088, 11/21/2022          , new    , 769        , 769  , "  1,0   "
Самовывоз с примеркой в магазин,     10463089, 11/21/2022          , new    , 5 828      , 2 914, "  2,0   "
Самовывоз с примеркой в магазин,     10463090, 11/21/2022          , new    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10463091, 11/21/2022          , new    , 2 719      , 2 719, "  1,0   "
Самовывоз с примеркой в магазин,     10463091, 11/21/2022          , new    , 749        , 749  , "  1,0   "
Самовывоз с примеркой в магазин,     10463091, 11/21/2022          , new    , 449        , 449  , "  1,0   "
Самовывоз с примеркой в магазин,     10463092, 11/21/2022          , new    , 2 155      , 2 155, "  1,0   "
Самовывоз с примеркой в магазин,     10463092, 11/21/2022          , new    , 1 698      , 849  , "  2,0   "
Самовывоз с примеркой в магазин,     10463093, 11/21/2022          , new    , 5 357      , 1 786, "  3,0   "
Самовывоз с примеркой в магазин,     10463093, 11/21/2022          , new    , 2 158      , 1 079, "  2,0   "
Самовывоз с примеркой в магазин,     10463108, 11/21/2022          , new    , 1 428      , 714  , "  2,0   "
Самовывоз с примеркой в магазин,     10463109, 11/21/2022          , new    , 2 974      , 2 974, "  1,0   "
Самовывоз с примеркой в магазин,     10463117, 11/21/2022          , new    , 4 198      , 2 099, "  2,0   "
Самовывоз с примеркой в магазин,     10463117, 11/21/2022          , new    , 1 924      , 1 924, "  1,0   "
Самовывоз с примеркой в магазин,     10463118, 11/21/2022          , new    , 899        , 899  , "  1,0   "
Самовывоз с примеркой в магазин,     10463119, 11/21/2022          , new    , 1 759      , 1 759, "  1,0   "
Самовывоз с примеркой в магазин,     10463120, 11/21/2022          , new    , 2 247      , 562  , "  4,0   "
Самовывоз с примеркой в магазин,     10463121, 11/21/2022          , new    , 6 398      , 3 199, "  2,0   "
Самовывоз с примеркой в магазин,     10463121, 11/21/2022          , new    , 7 222      , 2 407, "  3,0   "
Самовывоз с примеркой в магазин,     10463123, 11/21/2022          , new    , 699        , 699  , "  1,0   "
Самовывоз с примеркой в магазин,     10463123, 11/21/2022          , new    , 1 249      , 625  , "  2,0   "
Самовывоз с примеркой в магазин,     10463125, 11/21/2022          , new    , 3 621      , 1 811, "  2,0   "
Самовывоз с примеркой в магазин,     10463126, 11/21/2022          , new    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10463126, 11/21/2022          , new    , 2 395      , 599  , "  4,0   "
Самовывоз с примеркой в магазин,     10463126, 11/21/2022          , new    , 899        , 899  , "  1,0   "
Самовывоз с примеркой в магазин,     10463127, 11/21/2022          , new    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10463127, 11/21/2022          , new    , 1 199      , 1 199, "  1,0   "
Самовывоз с примеркой в магазин,     10463128, 11/21/2022          , new    , 4 498      , 2 249, "  2,0   "
Самовывоз с примеркой в магазин,     10463128, 11/21/2022          , new    , 1 398      , 699  , "  2,0   "
Самовывоз с примеркой в магазин,     10463128, 11/21/2022          , new    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10463128, 11/21/2022          , new    , 3 199      , 3 199, "  1,0   "
Самовывоз с примеркой в магазин,     10463130, 11/21/2022          , new    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10463134, 11/21/2022          , new    , 1 699      , 1 699, "  1,0   "
Самовывоз с примеркой в магазин,     10463136, 11/21/2022          , new    , 1 575      , 525  , "  3,0   "
Самовывоз с примеркой в магазин,     10463140, 11/21/2022          , new    , 2 155      , 2 155, "  1,0   "
Самовывоз с примеркой в магазин,     10463142, 11/21/2022          , new    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10463146, 11/21/2022          , new    , 4 797      , 1 599, "  3,0   "
Самовывоз с примеркой в магазин,     10463147, 11/21/2022          , new    , 3 373      , 1 687, "  2,0   "
Самовывоз с примеркой в магазин,     10463149, 11/21/2022          , new    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10463150, 11/21/2022          , new    , 2 559      , 2 559, "  1,0   "
Самовывоз с примеркой в магазин,     10463150, 11/21/2022          , new    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10463151, 11/21/2022          , new    , 2 079      , 2 079, "  1,0   "
Самовывоз с примеркой в магазин,     10463152, 11/21/2022          , new    , 3 358      , 1 679, "  2,0   "
Самовывоз с примеркой в магазин,     10463153, 11/21/2022          , new    , 2 318      , 1 159, "  2,0   "
Самовывоз с примеркой в магазин,     10463158, 11/21/2022          , new    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10463158, 11/21/2022          , new    , 648        , 324  , "  2,0   "
Самовывоз с примеркой в магазин,     10463158, 11/21/2022          , new    , 649        , 649  , "  1,0   "
Самовывоз с примеркой в магазин,     10463162, 11/21/2022          , new    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10463162, 11/21/2022          , new    , 959        , 959  , "  1,0   "
Самовывоз с примеркой в магазин,     10463170, 11/21/2022          , new    , 999        , 999  , "  1,0   "
Самовывоз с примеркой в магазин,     10463178, 11/21/2022          , new    , 2 170      , 543  , "  4,0   "
Самовывоз с примеркой в магазин,     10463187, 11/21/2022          , new    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10463187, 11/21/2022          , new    , 2 799      , 2 799, "  1,0   "
Самовывоз с примеркой в магазин,     10463187, 11/21/2022          , new    , 1 999      , 1 999, "  1,0   "
Самовывоз с примеркой в магазин,     10463207, 11/21/2022          , new    , 399        , 399  , "  1,0   "
Самовывоз с примеркой в магазин,     10463208, 11/21/2022          , new    , 1 119      , 1 119, "  1,0   "
Самовывоз с примеркой в магазин,     10463209, 11/21/2022          , new    , 1 299      , 1 299, "  1,0   "
Самовывоз с примеркой в магазин,     10463217, 11/21/2022          , new    , 2 239      , 2 239, "  1,0   "
Самовывоз с примеркой в магазин,     10463218, 11/21/2022          , new    , 2 379      , 2 379, "  1,0   "
Самовывоз с примеркой в магазин,     10463219, 11/21/2022          , new    , 2 798      , 1 399, "  2,0   "
Самовывоз с примеркой в магазин,     10463219, 11/21/2022          , new    , 2 847      , 949  , "  3,0   "
Самовывоз с примеркой в магазин,     10463228, 11/21/2022          , new    , 5 498      , 2 749, "  2,0   "
Самовывоз с примеркой в магазин,     10463228, 11/21/2022          , new    , 999        , 999  , "  1,0   "
"Самовывоз, доставка в магазин",     10460350, 11/21/2022          , new    , 2 296      , 574  , "  4,0   "
"Самовывоз, доставка в магазин",     10460350, 11/21/2022          , new    , 749        , 749  , "  1,0   "
"Самовывоз, доставка в магазин",     10462924, 11/21/2022          , new    , 1 445      , 723  , "  2,0   "
"Самовывоз, доставка в магазин",     10462933, 11/21/2022          , new    , 1 499      , 1 499, "  1,0   "
"Самовывоз, доставка в магазин",     10462937, 11/21/2022          , new    , 948        , 474  , "  2,0   "
"Самовывоз, доставка в магазин",     10462942, 11/21/2022          , new    , 1 248      , 312  , "  4,0   "
"Самовывоз, доставка в магазин",     10462942, 11/21/2022          , new    , 1 999      , 1 000, "  2,0   "
"Самовывоз, доставка в магазин",     10462943, 11/21/2022          , new    , 1 573      , 393  , "  4,0   "
"Самовывоз, доставка в магазин",     10462945, 11/21/2022          , new    , 3 897      , 974  , "  4,0   "
"Самовывоз, доставка в магазин",     10462953, 11/21/2022          , new    , 1 499      , 1 499, "  1,0   "
"Самовывоз, доставка в магазин",     10462971, 11/21/2022          , new    , 1 447      , 482  , "  3,0   "
"Самовывоз, доставка в магазин",     10462981, 11/21/2022          , new    , 2 958      , 1 479, "  2,0   "
"Самовывоз, доставка в магазин",     10462987, 11/21/2022          , new    , 1 847      , 1 847, "  1,0   "
"Самовывоз, доставка в магазин",     10463013, 11/21/2022          , new    , 2 597      , 866  , "  3,0   "
"Самовывоз, доставка в магазин",     10463034, 11/21/2022          , new    , 3 805      , 544  , "  7,0   "
"Самовывоз, доставка в магазин",     10463037, 11/21/2022          , new    , 3 797      , 1 266, "  3,0   "
"Самовывоз, доставка в магазин",     10463059, 11/21/2022          , new    , 4 843      , 692  , "  7,0   "
"Самовывоз, доставка в магазин",     10463064, 11/21/2022          , new    , 1 039      , 1 039, "  1,0   "
"Самовывоз, доставка в магазин",     10463066, 11/21/2022          , new    , 2 558      , 1 279, "  2,0   "
"Самовывоз, доставка в магазин",     10463078, 11/21/2022          , new    , 1 358      , 679  , "  2,0   "
"Самовывоз, доставка в магазин",     10463091, 11/21/2022          , new    , 1 051      , 1 051, "  1,0   "
"Самовывоз, доставка в магазин",     10463117, 11/21/2022          , new    , 1 923      , 385  , "  5,0   "
"Самовывоз, доставка в магазин",     10463118, 11/21/2022          , new    , 847        , 282  , "  3,0   "
"Самовывоз, доставка в магазин",     10463120, 11/21/2022          , new    , 2 597      , 866  , "  3,0   "
"Самовывоз, доставка в магазин",     10463134, 11/21/2022          , new    , 3 347      , 669  , "  5,0   "
"Самовывоз, доставка в магазин",     10463148, 11/21/2022          , new    , 1 955      , 391  , "  5,0   "
Доставка из магазина в ПВЗ     ,     10463182, 11/22/2022          , new    , 5 778      , 2 889, "  2,0   "
Доставка из магазина в ПВЗ     ,     10463201, 11/22/2022          , new    , 4 249      , 4 249, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463282, 11/22/2022          , new    , 1 999      , 1 999, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463289, 11/22/2022          , new    , 5 497      , 1 374, "  4,0   "
Доставка из магазина в ПВЗ     ,     10463332, 11/22/2022          , new    , 1 749      , 1 749, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463355, 11/22/2022          , new    , 1 633      , 817  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10463361, 11/22/2022          , new    , 1 675      , 1 675, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463380, 11/22/2022          , new    , 1 599      , 1 599, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463405, 11/22/2022          , new    , 2 697      , 899  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10463406, 11/22/2022          , new    , 4 846      , 1 212, "  4,0   "
Доставка из магазина в ПВЗ     ,     10463410, 11/22/2022          , new    , 3 316      , 829  , "  4,0   "
Доставка из магазина в ПВЗ     ,     10463425, 11/22/2022          , new    , 2 549      , 2 549, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463426, 11/22/2022          , new    , 4 697      , 1 174, "  4,0   "
Доставка из магазина в ПВЗ     ,     10463445, 11/22/2022          , new    , 2 597      , 866  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10463452, 11/22/2022          , new    , 1 757      , 586  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10463471, 11/22/2022          , new    , 2 698      , 1 349, "  2,0   "
Доставка из магазина в ПВЗ     ,     10463476, 11/22/2022          , new    , 1 748      , 874  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10463483, 11/22/2022          , new    , 2 463      , 2 463, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463492, 11/22/2022          , new    , 2 799      , 2 799, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463523, 11/22/2022          , new    , 2 498      , 1 249, "  2,0   "
Доставка из магазина в ПВЗ     ,     10463526, 11/22/2022          , new    , 1 848      , 924  , "  2,0   "
Доставка из магазина в ПВЗ     ,     10463533, 11/22/2022          , new    , 3 691      , 3 691, "  1,0   "
Доставка из магазина в ПВЗ     ,     10463545, 11/22/2022          , new    , 6 247      , 2 082, "  3,0   "
Доставка из магазина в ПВЗ     ,     10463550, 11/22/2022          , new    , 5 007      , 1 001, "  5,0   "
Доставка из магазина в ПВЗ     ,     10463556, 11/22/2022          , new    , 2 973      , 1 487, "  2,0   "
Доставка из магазина в ПВЗ     ,     10463618, 11/22/2022          , new    , 2 698      , 1 349, "  2,0   "
Доставка из магазина в ПВЗ     ,     10463618, 11/22/2022          , new    , 1 597      , 532  , "  3,0   "
Доставка из магазина в ПВЗ     ,     10463669, 11/22/2022          , new    , 1 570      , 262  , "  6,0   "
Курьер: стандартная доставка   ,     10463162, 11/22/2022          , new    , 4 851      , 970  , "  5,0   "
Курьер: стандартная доставка   ,     10463165, 11/22/2022          , new    , 3 295      , 659  , "  5,0   "
Курьер: стандартная доставка   ,     10463171, 11/22/2022          , new    , 4 846      , 1 212, "  4,0   "
Курьер: стандартная доставка   ,     10463175, 11/22/2022          , new    , 4 998      , 2 499, "  2,0   "
Курьер: стандартная доставка   ,     10463182, 11/22/2022          , new    , 4 597      , 1 532, "  3,0   "
Курьер: стандартная доставка   ,     10463182, 11/22/2022          , new    , 2 299      , 766  , "  3,0   "
Курьер: стандартная доставка   ,     10463182, 11/22/2022          , new    , 3 473      , 1 158, "  3,0   "
Курьер: стандартная доставка   ,     10463185, 11/22/2022          , new    , 2 732      , 683  , "  4,0   "
Курьер: стандартная доставка   ,     10463194, 11/22/2022          , new    , 3 771      , 1 886, "  2,0   "
Курьер: стандартная доставка   ,     10463200, 11/22/2022          , new    , 1 448      , 483  , "  3,0   "
Курьер: стандартная доставка   ,     10463201, 11/22/2022          , new    , 5 395      , 1 079, "  5,0   "
Курьер: стандартная доставка   ,     10463205, 11/22/2022          , new    , 8 771      , 548  , "  16,0   "
Курьер: стандартная доставка   ,     10463213, 11/22/2022          , new    , 1 597      , 532  , "  3,0   "
Курьер: стандартная доставка   ,     10463219, 11/22/2022          , new    , 3 048      , 1 524, "  2,0   "
Курьер: стандартная доставка   ,     10463230, 11/22/2022          , new    , 3 497      , 1 166, "  3,0   "
Курьер: стандартная доставка   ,     10463236, 11/22/2022          , new    , 9 196      , 2 299, "  4,0   "
Курьер: стандартная доставка   ,     10463240, 11/22/2022          , new    , 3 397      , 1 132, "  3,0   "
Курьер: стандартная доставка   ,     10463251, 11/22/2022          , new    , 1 547      , 387  , "  4,0   "
Курьер: стандартная доставка   ,     10463254, 11/22/2022          , new    , 3 666      , 733  , "  5,0   "
Курьер: стандартная доставка   ,     10463262, 11/22/2022          , new    , 4 997      , 1 666, "  3,0   "
Курьер: стандартная доставка   ,     10463265, 11/22/2022          , new    , 1 048      , 524  , "  2,0   "
Курьер: стандартная доставка   ,     10463270, 11/22/2022          , new    , 1 948      , 974  , "  2,0   "
Курьер: стандартная доставка   ,     10463279, 11/22/2022          , new    , 1 777      , 592  , "  3,0   "
Курьер: стандартная доставка   ,     10463286, 11/22/2022          , new    , 4 747      , 1 187, "  4,0   "
Курьер: стандартная доставка   ,     10463292, 11/22/2022          , new    , 1 048      , 524  , "  2,0   "
Курьер: стандартная доставка   ,     10463301, 11/22/2022          , new    , 3 269      , 1 090, "  3,0   "
Курьер: стандартная доставка   ,     10463301, 11/22/2022          , new    , 4 498      , 2 249, "  2,0   "
Курьер: стандартная доставка   ,     10463329, 11/22/2022          , new    , 998        , 499  , "  2,0   "
Курьер: стандартная доставка   ,     10463334, 11/22/2022          , new    , 7 044      , 1 006, "  7,0   "
Курьер: стандартная доставка   ,     10463339, 11/22/2022          , new    , 10 372     , 1 729, "  6,0   "
Курьер: стандартная доставка   ,     10463341, 11/22/2022          , new    , 10 971     , 1 567, "  7,0   "
Курьер: стандартная доставка   ,     10463344, 11/22/2022          , new    , 5 947      , 1 982, "  3,0   "
Курьер: стандартная доставка   ,     10463351, 11/22/2022          , new    , 2 448      , 1 224, "  2,0   "
Курьер: стандартная доставка   ,     10463352, 11/22/2022          , new    , 1 448      , 724  , "  2,0   "
Курьер: стандартная доставка   ,     10463353, 11/22/2022          , new    , 1 048      , 524  , "  2,0   "
Курьер: стандартная доставка   ,     10463369, 11/22/2022          , new    , 4 420      , 884  , "  5,0   "
Курьер: стандартная доставка   ,     10463370, 11/22/2022          , new    , 4 198      , 2 099, "  2,0   "
Курьер: стандартная доставка   ,     10463375, 11/22/2022          , new    , 3 567      , 1 189, "  3,0   "
Курьер: стандартная доставка   ,     10463381, 11/22/2022          , new    , 2 404      , 1 202, "  2,0   "
Курьер: стандартная доставка   ,     10463410, 11/22/2022          , new    , 3 697      , 924  , "  4,0   "
Курьер: стандартная доставка   ,     10463414, 11/22/2022          , new    , 3 078      , 1 539, "  2,0   "
Курьер: стандартная доставка   ,     10463415, 11/22/2022          , new    , 3 477      , 1 159, "  3,0   "
Курьер: стандартная доставка   ,     10463428, 11/22/2022          , new    , 2 346      , 587  , "  4,0   "
Курьер: стандартная доставка   ,     10463429, 11/22/2022          , new    , 5 346      , 1 069, "  5,0   "
Курьер: стандартная доставка   ,     10463430, 11/22/2022          , new    , 1 948      , 974  , "  2,0   "
Курьер: стандартная доставка   ,     10463432, 11/22/2022          , new    , 3 925      , 1 963, "  2,0   "
Курьер: стандартная доставка   ,     10463440, 11/22/2022          , new    , 2 627      , 876  , "  3,0   "
Курьер: стандартная доставка   ,     10463447, 11/22/2022          , new    , 4 098      , 2 049, "  2,0   "
Курьер: стандартная доставка   ,     10463448, 11/22/2022          , new    , 4 796      , 1 199, "  4,0   "
Курьер: стандартная доставка   ,     10463455, 11/22/2022          , new    , 4 075      , 815  , "  5,0   "
Курьер: стандартная доставка   ,     10463460, 11/22/2022          , new    , 3 597      , 899  , "  4,0   "
Курьер: стандартная доставка   ,     10463461, 11/22/2022          , new    , 3 147      , 1 049, "  3,0   "
Курьер: стандартная доставка   ,     10463465, 11/22/2022          , new    , 2 198      , 1 099, "  2,0   "
Курьер: стандартная доставка   ,     10463477, 11/22/2022          , new    , 1 448      , 724  , "  2,0   "
Курьер: стандартная доставка   ,     10463480, 11/22/2022          , new    , 3 993      , 1 997, "  2,0   "
Курьер: стандартная доставка   ,     10463482, 11/22/2022          , new    , 3 396      , 679  , "  5,0   "
Курьер: стандартная доставка   ,     10463486, 11/22/2022          , new    , 2 747      , 916  , "  3,0   "
Курьер: стандартная доставка   ,     10463490, 11/22/2022          , new    , 3 276      , 1 638, "  2,0   "
Курьер: стандартная доставка   ,     10463491, 11/22/2022          , new    , 3 248      , 1 624, "  2,0   "
Курьер: стандартная доставка   ,     10463493, 11/22/2022          , new    , 2 346      , 293  , "  8,0   "
Курьер: стандартная доставка   ,     10463495, 11/22/2022          , new    , 1 048      , 524  , "  2,0   "
Курьер: стандартная доставка   ,     10463498, 11/22/2022          , new    , 3 398      , 1 699, "  2,0   "
Курьер: стандартная доставка   ,     10463500, 11/22/2022          , new    , 3 198      , 1 599, "  2,0   "
Курьер: стандартная доставка   ,     10463500, 11/22/2022          , new    , 1 845      , 369  , "  5,0   "
Курьер: стандартная доставка   ,     10463501, 11/22/2022          , new    , 3 298      , 1 649, "  2,0   "
Курьер: стандартная доставка   ,     10463505, 11/22/2022          , new    , 3 624      , 1 812, "  2,0   "
Курьер: стандартная доставка   ,     10463514, 11/22/2022          , new    , 3 824      , 1 912, "  2,0   "
Курьер: стандартная доставка   ,     10463515, 11/22/2022          , new    , 3 092      , 1 031, "  3,0   "
Курьер: стандартная доставка   ,     10463519, 11/22/2022          , new    , 4 247      , 1 062, "  4,0   "
Курьер: стандартная доставка   ,     10463522, 11/22/2022          , new    , 2 495      , 499  , "  5,0   "
Курьер: стандартная доставка   ,     10463526, 11/22/2022          , new    , 4 284      , 612  , "  7,0   "
Курьер: стандартная доставка   ,     10463528, 11/22/2022          , new    , 3 296      , 824  , "  4,0   "
Курьер: стандартная доставка   ,     10463531, 11/22/2022          , new    , 42 843     , 752  , "  57,0   "
Курьер: стандартная доставка   ,     10463536, 11/22/2022          , new    , 3 199      , 3 199, "  1,0   "
Курьер: стандартная доставка   ,     10463538, 11/22/2022          , new    , 5 895      , 983  , "  6,0   "
Курьер: стандартная доставка   ,     10463541, 11/22/2022          , new    , 3 240      , 405  , "  8,0   "
Курьер: стандартная доставка   ,     10463545, 11/22/2022          , new    , 1 771      , 443  , "  4,0   "
Курьер: стандартная доставка   ,     10463547, 11/22/2022          , new    , 2 547      , 849  , "  3,0   "
Курьер: стандартная доставка   ,     10463550, 11/22/2022          , new    , 3 316      , 829  , "  4,0   "
Курьер: стандартная доставка   ,     10463550, 11/22/2022          , new    , 4 998      , 2 499, "  2,0   "
Курьер: стандартная доставка   ,     10463554, 11/22/2022          , new    , 3 247      , 1 082, "  3,0   "
Курьер: стандартная доставка   ,     10463571, 11/22/2022          , new    , 8 639      , 785  , "  11,0   "
Курьер: стандартная доставка   ,     10463582, 11/22/2022          , new    , 5 370      , 895  , "  6,0   "
Курьер: стандартная доставка   ,     10463582, 11/22/2022          , new    , 3 897      , 1 299, "  3,0   "
Курьер: стандартная доставка   ,     10463585, 11/22/2022          , new    , 2 747      , 916  , "  3,0   "
Курьер: стандартная доставка   ,     10463587, 11/22/2022          , new    , 2 157      , 719  , "  3,0   "
Курьер: стандартная доставка   ,     10463599, 11/22/2022          , new    , 1 773      , 253  , "  7,0   "
Курьер: стандартная доставка   ,     10463599, 11/22/2022          , new    , 2 046      , 512  , "  4,0   "
Курьер: стандартная доставка   ,     10463601, 11/22/2022          , new    , 1 199      , 600  , "  2,0   "
Курьер: стандартная доставка   ,     10463601, 11/22/2022          , new    , 1 565      , 313  , "  5,0   "
Курьер: стандартная доставка   ,     10463604, 11/22/2022          , new    , 1 147      , 382  , "  3,0   "
Курьер: стандартная доставка   ,     10463604, 11/22/2022          , new    , 4 243      , 606  , "  7,0   "
Курьер: стандартная доставка   ,     10463611, 11/22/2022          , new    , 5 266      , 1 317, "  4,0   "
Курьер: стандартная доставка   ,     10463611, 11/22/2022          , new    , 7 673      , 1 096, "  7,0   "
Курьер: стандартная доставка   ,     10463611, 11/22/2022          , new    , 1 648      , 824  , "  2,0   "
Курьер: стандартная доставка   ,     10463614, 11/22/2022          , new    , 3 312      , 1 104, "  3,0   "
Курьер: стандартная доставка   ,     10463617, 11/22/2022          , new    , 948        , 474  , "  2,0   "
Курьер: стандартная доставка   ,     10463618, 11/22/2022          , new    , 6 145      , 1 229, "  5,0   "
Курьер: стандартная доставка   ,     10463620, 11/22/2022          , new    , 7 839      , 603  , "  13,0   "
Курьер: стандартная доставка   ,     10463620, 11/22/2022          , new    , 1 648      , 824  , "  2,0   "
Курьер: стандартная доставка   ,     10463621, 11/22/2022          , new    , 3 248      , 1 624, "  2,0   "
Курьер: стандартная доставка   ,     10463621, 11/22/2022          , new    , 3 248      , 1 624, "  2,0   "
Курьер: стандартная доставка   ,     10463638, 11/22/2022          , new    , 1 172      , 586  , "  2,0   "
Курьер: стандартная доставка   ,     10463639, 11/22/2022          , new    , 3 422      , 856  , "  4,0   "
Курьер: стандартная доставка   ,     10463641, 11/22/2022          , new    , 2 248      , 1 124, "  2,0   "
Курьер: стандартная доставка   ,     10463647, 11/22/2022          , new    , 3 248      , 1 624, "  2,0   "
Курьер: стандартная доставка   ,     10463651, 11/22/2022          , new    , 2 547      , 849  , "  3,0   "
Курьер: стандартная доставка   ,     10463660, 11/22/2022          , new    , 1 748      , 437  , "  4,0   "
Курьер: стандартная доставка   ,     10463680, 11/22/2022          , new    , 9 139      , 1 523, "  6,0   "
Курьер: стандартная доставка   ,     10463680, 11/22/2022          , new    , 8 386      , 599  , "  14,0   "
Курьер: стандартная доставка   ,     10463687, 11/22/2022          , new    , 4 993      , 713  , "  7,0   "
Курьер: стандартная доставка   ,     10463688, 11/22/2022          , new    , 2 045      , 409  , "  5,0   "
Курьер: ускоренная доставка    ,     10463163, 11/22/2022          , new    , 2 698      , 1 349, "  2,0   "
Курьер: ускоренная доставка    ,     10463213, 11/22/2022          , new    , 1 567      , 522  , "  3,0   "
Курьер: ускоренная доставка    ,     10463224, 11/22/2022          , new    , 1 797      , 599  , "  3,0   "
Курьер: ускоренная доставка    ,     10463241, 11/22/2022          , new    , 1 648      , 824  , "  2,0   "
Курьер: ускоренная доставка    ,     10463251, 11/22/2022          , new    , 2 598      , 1 299, "  2,0   "
Курьер: ускоренная доставка    ,     10463262, 11/22/2022          , new    , 3 298      , 1 649, "  2,0   "
Курьер: ускоренная доставка    ,     10463263, 11/22/2022          , new    , 1 637      , 546  , "  3,0   "
Курьер: ускоренная доставка    ,     10463263, 11/22/2022          , new    , 2 049      , 2 049, "  1,0   "
Курьер: ускоренная доставка    ,     10463301, 11/22/2022          , new    , 1 949      , 650  , "  3,0   "
Курьер: ускоренная доставка    ,     10463306, 11/22/2022          , new    , 1 549      , 516  , "  3,0   "
Курьер: ускоренная доставка    ,     10463310, 11/22/2022          , new    , 2 799      , 2 799, "  1,0   "
Курьер: ускоренная доставка    ,     10463310, 11/22/2022          , new    , 1 648      , 824  , "  2,0   "
Курьер: ускоренная доставка    ,     10463333, 11/22/2022          , new    , 1 724      , 1 724, "  1,0   "
Курьер: ускоренная доставка    ,     10463354, 11/22/2022          , new    , 2 097      , 699  , "  3,0   "
Курьер: ускоренная доставка    ,     10463379, 11/22/2022          , new    , 2 198      , 1 099, "  2,0   "
Курьер: ускоренная доставка    ,     10463380, 11/22/2022          , new    , 1 698      , 849  , "  2,0   "
Курьер: ускоренная доставка    ,     10463383, 11/22/2022          , new    , 4 698      , 2 349, "  2,0   "
Курьер: ускоренная доставка    ,     10463386, 11/22/2022          , new    , 1 876      , 938  , "  2,0   "
Курьер: ускоренная доставка    ,     10463387, 11/22/2022          , new    , 1 876      , 938  , "  2,0   "
Курьер: ускоренная доставка    ,     10463387, 11/22/2022          , new    , 1 876      , 938  , "  2,0   "
Курьер: ускоренная доставка    ,     10463396, 11/22/2022          , new    , 1 918      , 959  , "  2,0   "
Курьер: ускоренная доставка    ,     10463403, 11/22/2022          , new    , 4 498      , 2 249, "  2,0   "
Курьер: ускоренная доставка    ,     10463436, 11/22/2022          , new    , 1 758      , 879  , "  2,0   "
Курьер: ускоренная доставка    ,     10463437, 11/22/2022          , new    , 2 799      , 2 799, "  1,0   "
Курьер: ускоренная доставка    ,     10463440, 11/22/2022          , new    , 1 898      , 949  , "  2,0   "
Курьер: ускоренная доставка    ,     10463445, 11/22/2022          , new    , 1 698      , 849  , "  2,0   "
Курьер: ускоренная доставка    ,     10463450, 11/22/2022          , new    , 2 238      , 1 119, "  2,0   "
Курьер: ускоренная доставка    ,     10463454, 11/22/2022          , new    , 3 948      , 1 974, "  2,0   "
Курьер: ускоренная доставка    ,     10463464, 11/22/2022          , new    , 3 823      , 1 912, "  2,0   "
Курьер: ускоренная доставка    ,     10463467, 11/22/2022          , new    , 2 799      , 2 799, "  1,0   "
Курьер: ускоренная доставка    ,     10463486, 11/22/2022          , new    , 5 146      , 1 029, "  5,0   "
Курьер: ускоренная доставка    ,     10463489, 11/22/2022          , new    , 1 798      , 899  , "  2,0   "
Курьер: ускоренная доставка    ,     10463501, 11/22/2022          , new    , 1 799      , 1 799, "  1,0   "
Курьер: ускоренная доставка    ,     10463503, 11/22/2022          , new    , 6 447      , 1 612, "  4,0   "
Курьер: ускоренная доставка    ,     10463504, 11/22/2022          , new    , 6 286      , 1 572, "  4,0   "
Курьер: ускоренная доставка    ,     10463505, 11/22/2022          , new    , 2 598      , 1 299, "  2,0   "
Курьер: ускоренная доставка    ,     10463516, 11/22/2022          , new    , 1 698      , 849  , "  2,0   "
Курьер: ускоренная доставка    ,     10463520, 11/22/2022          , new    , 4 397      , 1 466, "  3,0   "
Курьер: ускоренная доставка    ,     10463521, 11/22/2022          , new    , 2 697      , 899  , "  3,0   "
Курьер: ускоренная доставка    ,     10463556, 11/22/2022          , new    , 1 798      , 899  , "  2,0   "
Курьер: ускоренная доставка    ,     10463580, 11/22/2022          , new    , 1 798      , 899  , "  2,0   "
